species,genus,family,order,year,month,day,decimalLatitude,decimalLongitude,locality,basisOfRecord,datasetName,institutionCode
Pycnonotus aurigaster,Pycnonotus,Pycnonotidae,Passeriformes,2026,2,16,22.464877,114.00218,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2026,2,14,22.52224,113.950256,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2026,2,11,22.505658,114.110931,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2026,2,13,22.510582,114.115946,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Cyanopica cyanus,Cyanopica,Corvidae,Passeriformes,2026,2,16,22.499422,114.077011,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2026,2,16,22.469297,114.006361,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2026,2,14,22.508421,114.113698,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2026,2,8,22.478485,114.046111,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Aythya fuligula,Aythya,Anatidae,Anseriformes,2026,2,10,22.520073,113.994294,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2026,2,8,22.476897,114.045536,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Orthotomus sutorius,Orthotomus,Cisticolidae,Passeriformes,2026,2,15,22.512372,113.946438,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2026,2,11,22.522932,113.999754,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Corvus torquatus,Corvus,Corvidae,Passeriformes,2026,2,7,22.507559,114.113834,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres cristatellus,Acridotheres,Sturnidae,Passeriformes,2026,2,11,22.522932,113.999754,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2026,2,8,22.455102,114.047165,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Zosterops simplex,Zosterops,Zosteropidae,Passeriformes,2026,2,10,22.596338,114.306169,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Actitis hypoleucos,Actitis,Scolopacidae,Charadriiformes,2026,2,13,22.538594,114.036094,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Platalea minor,Platalea,Threskiornithidae,Pelecaniformes,2026,2,16,22.577275,114.094988,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2026,2,14,22.601155,113.99343,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres cristatellus,Acridotheres,Sturnidae,Passeriformes,2026,2,15,22.476603,114.01047,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2026,2,10,22.520548,114.000167,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2026,2,13,22.50965,114.108664,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,2,7,22.507449,114.113824,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2026,2,16,22.473394,114.007847,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus aurigaster,Pycnonotus,Pycnonotidae,Passeriformes,2026,2,16,22.466231,114.003488,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2026,2,11,22.469415,114.010098,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2026,2,10,22.520866,114.000764,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Orthotomus sutorius,Orthotomus,Cisticolidae,Passeriformes,2026,2,14,22.46535,114.023822,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2026,2,14,22.506256,114.112044,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Scolopax rusticola,Scolopax,Scolopacidae,Charadriiformes,2026,2,15,22.678208,113.850046,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2026,2,15,22.497567,114.241509,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2026,2,15,22.459884,114.032197,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2026,2,7,22.521164,114.215027,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinago gallinago,Gallinago,Scolopacidae,Charadriiformes,2026,2,12,22.467384,114.006266,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas acuta,Anas,Anatidae,Anseriformes,2026,2,14,22.52212,113.955803,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Monticola solitarius,Monticola,Muscicapidae,Passeriformes,2026,2,8,22.506662,114.243264,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spodiopsar sericeus,Spodiopsar,Sturnidae,Passeriformes,2026,2,10,22.520545,114.000231,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phylloscopus proregulus,Phylloscopus,Phylloscopidae,Passeriformes,2026,2,14,22.673641,113.848326,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2026,2,10,22.521092,113.995749,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Numenius phaeopus,Numenius,Scolopacidae,Charadriiformes,2026,2,10,22.521543,114.001996,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla cinerea,Motacilla,Motacillidae,Passeriformes,2026,2,15,22.498245,114.24118,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Corvus torquatus,Corvus,Corvidae,Passeriformes,2026,2,16,22.471491,114.009785,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Monticola solitarius,Monticola,Muscicapidae,Passeriformes,2026,2,15,22.505827,114.244144,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Platalea minor,Platalea,Threskiornithidae,Pelecaniformes,2026,2,10,22.551219,113.923725,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2026,2,19,22.508995,114.114136,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lonchura punctulata,Lonchura,Estrildidae,Passeriformes,2026,2,19,22.508656,114.114542,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Cisticola juncidis,Cisticola,Cisticolidae,Passeriformes,2026,2,22,22.549195,114.072931,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2026,2,17,22.508218,114.116447,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Numenius phaeopus,Numenius,Scolopacidae,Charadriiformes,2026,2,3,22.499135,114.027559,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres cristatellus,Acridotheres,Sturnidae,Passeriformes,2026,2,17,22.595574,114.160458,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2026,2,19,22.45776,114.046378,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2026,2,3,22.499135,114.027559,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2026,2,19,22.458801,114.046663,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus sinensis,Pycnonotus,Pycnonotidae,Passeriformes,2026,2,19,22.507676,114.111158,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ciconia boyciana,Ciconia,Ciconiidae,Ciconiiformes,2026,2,3,22.503492,114.082334,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tachybaptus ruficollis,Tachybaptus,Podicipedidae,Podicipediformes,2026,2,18,22.683436,113.812706,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Halcyon smyrnensis,Halcyon,Alcedinidae,Coraciiformes,2026,2,16,22.474045,114.037247,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Alcedo atthis,Alcedo,Alcedinidae,Coraciiformes,2026,2,16,22.475922,114.033808,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spilornis cheela,Spilornis,Accipitridae,Accipitriformes,2026,2,16,22.557503,114.388917,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,2,19,22.508634,114.116408,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas platyrhynchos,Anas,Anatidae,Anseriformes,2026,2,20,22.500974,113.844629,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2026,2,18,22.50928,114.11442,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2026,2,19,22.507954,114.112034,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2026,2,19,22.4509,114.035051,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Eophona migratoria,Eophona,Fringillidae,Passeriformes,2026,2,9,22.486277,114.008219,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla cinerea,Motacilla,Motacillidae,Passeriformes,2026,2,11,22.627776,114.313059,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Saxicola stejnegeri,Saxicola,Muscicapidae,Passeriformes,2026,2,11,22.62888,114.314972,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lonchura punctulata,Lonchura,Estrildidae,Passeriformes,2026,2,16,22.475413,114.035328,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa stagnatilis,Tringa,Scolopacidae,Charadriiformes,2026,2,19,22.506355,114.110525,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Hydroprogne caspia,Hydroprogne,Laridae,Charadriiformes,2026,2,3,22.499135,114.027559,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas zonorhyncha,Anas,Anatidae,Anseriformes,2026,2,3,22.487312,114.034079,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,2026,2,19,22.479455,114.182804,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2026,2,19,22.459433,114.045762,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anthus hodgsoni,Anthus,Motacillidae,Passeriformes,2026,2,17,22.508218,114.116447,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tachybaptus ruficollis,Tachybaptus,Podicipedidae,Podicipediformes,2026,2,11,22.469565,114.006197,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus saundersi,Chroicocephalus,Laridae,Charadriiformes,2026,2,20,22.520183,114.174535,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2026,2,19,22.464046,114.043175,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Aythya fuligula,Aythya,Anatidae,Anseriformes,2026,2,3,22.495363,114.05338,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2026,2,17,22.506178,114.1184,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas crecca,Anas,Anatidae,Anseriformes,2026,2,19,22.461582,114.044818,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chloropsis hardwickii,Chloropsis,Chloropseidae,Passeriformes,2026,2,19,22.575622,114.202435,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2026,2,16,22.508547,114.112738,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2026,2,18,22.509112,114.113947,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Coracina melaschistos,Coracina,Campephagidae,Passeriformes,2026,2,22,22.650842,113.989695,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pericrocotus solaris,Pericrocotus,Campephagidae,Passeriformes,2026,2,19,22.478258,114.182992,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2026,2,19,22.467569,114.028955,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2026,2,22,22.507217,114.112647,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2026,2,19,22.508367,114.116023,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Corvus macrorhynchos,Corvus,Corvidae,Passeriformes,2026,2,23,22.520541,113.994286,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2026,2,18,22.509895,114.116983,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lanius schach,Lanius,Laniidae,Passeriformes,2026,2,11,22.514147,113.949518,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anthus hodgsoni,Anthus,Motacillidae,Passeriformes,2026,2,17,22.504898,114.12088,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Dicrurus leucophaeus,Dicrurus,Dicruridae,Passeriformes,2026,2,22,22.650739,113.989896,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ceryle rudis,Ceryle,Alcedinidae,Coraciiformes,2026,2,22,22.466265,114.155117,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus aurigaster,Pycnonotus,Pycnonotidae,Passeriformes,2026,2,11,22.514156,113.949741,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2026,2,22,22.507817,114.111442,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Cyanopica cyanus,Cyanopica,Corvidae,Passeriformes,2026,2,16,22.475045,114.036231,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Saxicola stejnegeri,Saxicola,Muscicapidae,Passeriformes,2026,2,1,22.477732,114.183035,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas crecca,Anas,Anatidae,Anseriformes,2026,2,3,22.499135,114.027559,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,2,19,22.453838,114.035227,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2026,2,19,22.457572,114.046352,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Emberiza pusilla,Emberiza,Emberizidae,Passeriformes,2026,2,11,22.627145,114.317711,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2026,2,19,22.459353,114.0462,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2026,2,20,22.471963,114.228775,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,2,22,22.508408,114.114045,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2026,2,21,22.45059,114.178869,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Saxicola stejnegeri,Saxicola,Muscicapidae,Passeriformes,2026,2,17,22.506178,114.1184,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2026,2,19,22.508741,114.112629,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Saxicola stejnegeri,Saxicola,Muscicapidae,Passeriformes,2026,2,19,22.506609,114.110535,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2026,2,19,22.458441,114.045981,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Podiceps cristatus,Podiceps,Podicipedidae,Podicipediformes,2026,2,18,22.682878,113.81326,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2026,2,19,22.508995,114.114136,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Saxicola stejnegeri,Saxicola,Muscicapidae,Passeriformes,2026,2,19,22.508867,114.116386,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spilopelia chinensis,Spilopelia,Columbidae,Columbiformes,2026,2,18,22.514304,114.113549,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2026,2,19,22.507169,114.109568,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2026,2,19,22.45932,114.045874,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Numenius arquata,Numenius,Scolopacidae,Charadriiformes,2026,2,3,22.499135,114.027559,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Streptopelia orientalis,Streptopelia,Columbidae,Columbiformes,2026,2,19,22.577041,114.179056,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pericrocotus speciosus,Pericrocotus,Campephagidae,Passeriformes,2026,2,21,22.665093,113.979529,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Larus fuscus,Larus,Laridae,Charadriiformes,2026,2,20,22.499425,114.027097,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
