species,year,month,day,decimalLatitude,decimalLongitude,locality,quality_grade,source,photo_url
Passer montanus,0,8,0,22.5428599,114.05956,中国广东省深圳市,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/165351252/medium.jpg
Dicrurus macrocercus,0,8,0,22.5428599,114.05956,中国广东省深圳市,research,iNaturalist,https://static.inaturalist.org/photos/251320608/medium.jpg
Icthyophaga leucogaster,0,8,0,22.5428599,114.05956,中国广东省深圳市,research,iNaturalist,https://static.inaturalist.org/photos/368682897/medium.jpg
Thinornis dubius,0,8,0,22.5428599,114.05956,中国广东省深圳市,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/28895106/medium.jpg
Spilopelia chinensis,0,8,0,22.5428599,114.05956,中国广东省深圳市,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/230618423/medium.jpg
Passer montanus,0,8,0,22.69084,114.34632,中国广东省深圳市坪山区坪山 邮政编码: 518118,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/165351252/medium.jpg
Motacilla tschutschensis,2025,8,26,22.5057966955,114.1106718779,香港古洞,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/30334980/medium.jpg
Ardeola speciosa,2025,8,31,22.4956284286,114.0295229852,香港米埔,research,iNaturalist,https://static.inaturalist.org/photos/253843470/medium.jpg
Pterorhinus perspicillatus,0,8,0,22.598821443,114.2079820691,"Luohu District, Shenzhen, Guangdong Province, Китай",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/555195/medium.jpg
Lanius schach,0,8,0,22.598821443,114.2079820691,"Luohu District, Shenzhen, Guangdong Province, Китай",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/349298427/medium.jpeg
Acridotheres tristis,0,8,0,22.598821443,114.2079820691,"Luohu District, Shenzhen, Guangdong Province, Китай",research,iNaturalist,https://static.inaturalist.org/photos/354943417/medium.jpg
Pycnonotus sinensis,0,8,0,22.598821443,114.2079820691,"Luohu District, Shenzhen, Guangdong Province, Китай",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/59227685/medium.jpeg
Urocissa erythroryncha,0,8,0,22.598821443,114.2079820691,"Luohu District, Shenzhen, Guangdong Province, Китай",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/64874232/medium.jpg
Cecropis daurica,0,8,0,22.598821443,114.2079820691,"Luohu District, Shenzhen, Guangdong Province, Китай",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/194352839/medium.jpg
Pycnonotus aurigaster,0,8,0,22.598821443,114.2079820691,"Luohu District, Shenzhen, Guangdong Province, Китай",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/464186097/medium.jpg
Parus cinereus,0,8,0,22.598821443,114.2079820691,"Luohu District, Shenzhen, Guangdong Province, Китай",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/206751160/medium.jpg
Acridotheres cristatellus,0,8,0,22.598821443,114.2079820691,"Luohu District, Shenzhen, Guangdong Province, Китай",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/454090450/medium.jpeg
Gracupica nigricollis,0,8,0,22.598821443,114.2079820691,"Luohu District, Shenzhen, Guangdong Province, Китай",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/146525/medium.jpg
Prinia flaviventris,0,8,0,22.598821443,114.2079820691,"Luohu District, Shenzhen, Guangdong Province, Китай",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/293220944/medium.jpg
Garrulax canorus,0,8,0,22.598821443,114.2079820691,"Luohu District, Shenzhen, Guangdong Province, Китай",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/26597643/medium.jpg
Eudynamys scolopaceus,2025,8,30,22.5988185951,114.2079820856,"Luohu District, Shenzhen, Guangdong Province, Китай",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/360494940/medium.jpeg
Pycnonotus jocosus,2025,8,27,22.5982769113,114.2701801658,"Шеньчжень, Китай, 518085",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/291201941/medium.jpg
Lonchura punctulata,2025,8,27,22.6005835409,114.2581457645,"Шеньчжень, Китай, 518085",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/161725682/medium.jpeg
Zosterops simplex,2025,8,27,22.5988185951,114.2079820856,"Luohu District, Shenzhen, Guangdong Province, Китай",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20010236/medium.jpg
Copsychus saularis,0,8,0,22.598821443,114.2079820691,"Luohu District, Shenzhen, Guangdong Province, Китай",research,iNaturalist,https://static.inaturalist.org/photos/62295683/medium.jpg
Aethopyga christinae,0,8,0,22.598821443,114.2079820691,"Luohu District, Shenzhen, Guangdong Province, Китай",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/14518145/medium.jpg
Spilopelia chinensis,0,8,0,22.5959463191,114.1794665869,"Luohu District, Shenzhen, Guangdong Province, Китай",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/230618423/medium.jpg
Motacilla alba,0,8,0,22.6110746966,114.0312246809,中国广东省深圳市龙华区,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/39786089/medium.jpg
Tringa ochropus,0,8,0,22.6110746966,114.0312246809,中国广东省深圳市龙华区,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/262067607/medium.jpg
Spilopelia chinensis,0,8,0,22.6110746966,114.0312246809,中国广东省深圳市龙华区,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/230618423/medium.jpg
Spilopelia chinensis,0,8,0,22.6110746966,114.0312246809,中国广东省深圳市龙华区,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/230618423/medium.jpg
Egretta garzetta,0,8,0,22.6110746966,114.0312246809,中国广东省深圳市龙华区,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Hirundo rustica,0,8,0,22.505215,114.1103876,香港燕崗村塱原自然生態公園,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/122469139/medium.jpg
Passer montanus,0,8,0,22.505215,114.1103876,香港燕崗村塱原自然生態公園,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/165351252/medium.jpg
Egretta garzetta,0,8,0,22.505215,114.1103876,香港燕崗村塱原自然生態公園,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Himantopus himantopus,0,8,0,22.505215,114.1103876,香港燕崗村塱原自然生態公園,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Prinia inornata,0,8,0,22.505215,114.1103876,香港燕崗村塱原自然生態公園,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/335903437/medium.jpeg
Himantopus himantopus,0,8,0,22.505215,114.1103876,香港燕崗村塱原自然生態公園,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Hirundo rustica,0,8,0,22.505215,114.1103876,香港燕崗村塱原自然生態公園,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/122469139/medium.jpg
Acridotheres tristis,0,8,0,22.505215,114.1103876,香港燕崗村塱原自然生態公園,research,iNaturalist,https://static.inaturalist.org/photos/354943417/medium.jpg
Himantopus himantopus,0,8,0,22.505215,114.1103876,香港燕崗村塱原自然生態公園,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Acridotheres cristatellus,0,8,0,22.505215,114.1103876,香港燕崗村塱原自然生態公園,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/454090450/medium.jpeg
Copsychus saularis,0,8,0,22.505215,114.1103876,香港燕崗村塱原自然生態公園,research,iNaturalist,https://static.inaturalist.org/photos/62295683/medium.jpg
Lanius schach,0,8,0,22.505215,114.1103876,香港燕崗村塱原自然生態公園,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/349298427/medium.jpeg
Ardeola bacchus,0,8,0,22.505215,114.1103876,香港燕崗村塱原自然生態公園,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Streptopelia decaocto,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://static.inaturalist.org/photos/61919353/medium.jpeg
Prinia inornata,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/335903437/medium.jpeg
Prinia inornata,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/335903437/medium.jpeg
Spilopelia chinensis,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/230618423/medium.jpg
Streptopelia decaocto,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://static.inaturalist.org/photos/61919353/medium.jpeg
Acridotheres cristatellus,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/454090450/medium.jpeg
Acridotheres cristatellus,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/454090450/medium.jpeg
Ardea alba,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/56653891/medium.jpg
Streptopelia decaocto,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://static.inaturalist.org/photos/61919353/medium.jpeg
Egretta garzetta,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Egretta garzetta,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Ardea alba,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/56653891/medium.jpg
Tachybaptus ruficollis,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/194462197/medium.jpg
Ardea cinerea,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/73516715/medium.jpg
Amaurornis phoenicurus,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/348262284/medium.jpg
Milvus migrans,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/158802479/medium.jpg
Tachybaptus ruficollis,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/194462197/medium.jpg
Egretta garzetta,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Ardeola bacchus,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Corvus torquatus,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://static.inaturalist.org/photos/172979004/medium.jpg
Acridotheres cristatellus,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/454090450/medium.jpeg
Pycnonotus jocosus,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/291201941/medium.jpg
Acridotheres cristatellus,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/454090450/medium.jpeg
Gracupica nigricollis,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/146525/medium.jpg
Streptopelia decaocto,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://static.inaturalist.org/photos/61919353/medium.jpeg
Ardeola bacchus,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Ardea alba,0,8,0,22.4923884607,114.0358648053,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/56653891/medium.jpg
Tringa brevipes,2025,8,31,22.51108,113.94177,"Zhongxin Road, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/234816154/medium.jpg
Lanius schach,2025,8,31,22.5138283333,113.94163,"Nanshan Center Road, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/349298427/medium.jpeg
Pycnonotus aurigaster,2025,8,31,22.51004,113.940645,"Dengliang Road, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/464186097/medium.jpg
Actitis hypoleucos,2025,8,31,22.511985,113.9411316667,"Yihu 3rd Street, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/405355875/medium.jpg
Pluvialis fulva,2025,8,31,22.5105004116,113.9512092397,"Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/262432635/medium.jpg
Pluvialis fulva,2025,8,31,22.5118998504,113.9508740895,"Shahe West Road, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/262432635/medium.jpg
Pycnonotus sinensis,0,8,0,22.5184687,114.2563485,"Mui Tsz Lam, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/59227685/medium.jpeg
Tringa glareola,0,8,0,22.5068452705,114.1118219804,"Kwu Tung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323621890/medium.jpg
Pycnonotus jocosus,2025,8,31,22.47683,114.0472111667,"Section H 1st St, Yuen Long, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/291201941/medium.jpg
Orthotomus sutorius,0,8,0,22.4987689976,114.0320454717,,research,iNaturalist,https://static.inaturalist.org/photos/271256208/medium.jpg
Otus lettia,0,8,0,22.5428599,114.05956,中国广东省深圳市,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/44097511/medium.jpg
Nycticorax nycticorax,2025,8,30,22.5360557733,114.0187156945,"Shenzhen, CN-GD, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/49357930/medium.jpg
Prinia inornata,2025,8,30,22.5426999777,114.0485998616,"Shenzhen, CN-GD, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/335903437/medium.jpeg
Ardea alba,2025,8,29,22.5110643561,114.1136359414,"Sheung Shui, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/56653891/medium.jpg
Tringa nebularia,2025,8,29,22.50852966,114.11730957,"Sheung Shui, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/52660452/medium.jpg
Ardea cinerea,2025,8,29,22.5088511656,114.1168584389,"Sheung Shui, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/73516715/medium.jpg
Lonchura striata,2025,8,29,22.5088556325,114.1166237239,"Sheung Shui, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/92430486/medium.jpeg
Prinia inornata,2025,8,29,22.5088545215,114.1166853426,"Sheung Shui, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/335903437/medium.jpeg
Tringa nebularia,2025,8,29,22.5084007711,114.1168056549,"Sheung Shui, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/52660452/medium.jpg
Alcedo atthis,2025,8,26,22.5087483333,114.1107166667,"Heshangxiang Road, Hong Kong SAR, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/61266631/medium.jpg
Ardeola bacchus,2025,8,0,22.5061498244,114.118183901,"Northern District, Hong Kong SAR, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Ardeola bacchus,2025,8,0,22.5061588769,114.1181075925,"Northern District, Hong Kong SAR, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Egretta garzetta,2025,8,28,22.5141054145,113.9540003887,"Shenzhen Bay Park, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Ardea alba,2025,8,28,22.5108386589,113.9505789376,"Shenzhen Talent Park, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/56653891/medium.jpg
Egretta garzetta,2025,8,28,22.5123596753,113.9505570104,"Shenzhen Talent Park, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
